"plot","treatment","timepoint","replicate","date","day","cmin_rate_ug_co2c_hr_g","method","flag"
11,"slurry",3,"A",2025-11-28,3,0.223667182819249,"IRGA",NA
11,"slurry",3,"B",2025-11-28,3,0.382152386427053,"IRGA",NA
12,"slurry",3,"A",2025-11-28,3,0.388513843880222,"IRGA",NA
12,"slurry",3,"B",2025-11-28,3,0.622120046014829,"IRGA",NA
13,"slurry",3,"A",2025-11-28,3,0.65654508338272,"IRGA",NA
13,"slurry",3,"B",2025-11-28,3,0.565657124608547,"IRGA",NA
14,"compost",3,"A",2025-11-28,3,0.695484000101023,"IRGA",NA
14,"compost",3,"B",2025-11-28,3,0.577081561329738,"IRGA",NA
15,"control",3,"A",2025-11-28,3,0.526934663124457,"IRGA",NA
15,"control",3,"B",2025-11-28,3,0.469461147458317,"IRGA",NA
1,"slurry",3,"A",2025-12-01,6,0.615496035823234,"IRGA",NA
1,"slurry",3,"B",2025-12-01,6,0.43474082044037,"IRGA",NA
2,"control",3,"A",2025-12-01,6,0.174600822060472,"IRGA",NA
2,"control",3,"B",2025-12-01,6,0.45145796935956,"IRGA",NA
3,"compost",3,"A",2025-12-01,6,0.224927903676868,"IRGA",NA
3,"compost",3,"B",2025-12-01,6,0.927495223427258,"IRGA",NA
4,"compost",3,"A",2025-12-01,6,0.202879021532832,"IRGA",NA
4,"compost",3,"B",2025-12-01,6,0.838972975698147,"IRGA",NA
5,"control",3,"A",2025-12-01,6,0.690555965853553,"IRGA",NA
8,"compost",3,"A",2025-12-01,6,0.180938552801926,"IRGA",NA
6,"slurry",3,"A",2025-12-01,6,0.290834960658742,"IRGA",NA
6,"slurry",3,"B",2025-12-01,6,0.252889170176224,"IRGA",NA
7,"control",3,"A",2025-12-01,6,0.197118147820882,"IRGA",NA
7,"control",3,"B",2025-12-01,6,0.692117096982862,"IRGA",NA
5,"control",3,"B",2025-12-01,6,0.224770824271464,"IRGA",NA
8,"compost",3,"B",2025-12-01,6,0.216671519609552,"IRGA",NA
9,"compost",3,"A",2025-12-01,6,0.572440912814399,"IRGA",NA
9,"compost",3,"B",2025-12-01,6,0.578304630979039,"IRGA",NA
10,"control",3,"A",2025-12-01,6,0.304088656997475,"IRGA",NA
10,"control",3,"B",2025-12-01,6,0.193529603383619,"IRGA",NA
11,"slurry",3,"A",2025-12-01,6,0.274045918329923,"IRGA",NA
11,"slurry",3,"B",2025-12-01,6,0.166597108302224,"IRGA",NA
12,"slurry",3,"A",2025-12-01,6,0.238964495158425,"IRGA",NA
12,"slurry",3,"B",2025-12-01,6,0.618378355373018,"IRGA",NA
13,"slurry",3,"A",2025-12-01,6,0.668739378796282,"IRGA",NA
13,"slurry",3,"B",2025-12-01,6,0.466801881422317,"IRGA",NA
14,"compost",3,"A",2025-12-01,6,0.455494117585446,"IRGA",NA
14,"compost",3,"B",2025-12-01,6,0.574126535369725,"IRGA",NA
15,"control",3,"A",2025-12-01,6,0.350553476494613,"IRGA",NA
15,"control",3,"B",2025-12-01,6,0.451795163248126,"IRGA",NA
1,"slurry",3,"A",2025-12-08,13,0.273113593805467,"IRGA",NA
1,"slurry",3,"B",2025-12-08,13,0.221848239339806,"IRGA",NA
2,"control",3,"A",2025-12-08,13,0.449960066695545,"IRGA",NA
2,"control",3,"B",2025-12-08,13,0.143267089778449,"IRGA",NA
3,"compost",3,"A",2025-12-08,13,0.309838549074397,"IRGA",NA
3,"compost",3,"B",2025-12-08,13,0.402810553920456,"IRGA",NA
4,"compost",3,"A",2025-12-08,13,0.205092626862067,"IRGA",NA
4,"compost",3,"B",2025-12-08,13,0.661327704944645,"IRGA",NA
5,"control",3,"A",2025-12-08,13,0.472076612621888,"IRGA",NA
8,"compost",3,"A",2025-12-08,13,0.600272241841925,"IRGA",NA
6,"slurry",3,"A",2025-12-08,13,0.51757070867154,"IRGA",NA
6,"slurry",3,"B",2025-12-08,13,0.610616565377573,"IRGA",NA
7,"control",3,"A",2025-12-08,13,0.478977357116024,"IRGA",NA
7,"control",3,"B",2025-12-08,13,0.545088922017194,"IRGA",NA
5,"control",3,"B",2025-12-08,13,0.87017894235967,"IRGA",NA
8,"compost",3,"B",2025-12-08,13,0.48029678644159,"IRGA",NA
9,"compost",3,"A",2025-12-08,13,0.486566017320946,"IRGA",NA
9,"compost",3,"B",2025-12-08,13,0.342067477990927,"IRGA",NA
10,"control",3,"A",2025-12-08,13,0.335312319022225,"IRGA",NA
10,"control",3,"B",2025-12-08,13,0.447397228683957,"IRGA",NA
11,"slurry",3,"A",2025-12-08,13,0.190197269740686,"IRGA",NA
11,"slurry",3,"B",2025-12-08,13,0.161127823344698,"IRGA",NA
12,"slurry",3,"B",2025-12-08,13,0.317901352960599,"IRGA",NA
13,"slurry",3,"A",2025-12-08,13,0.509113283290547,"IRGA",NA
13,"slurry",3,"B",2025-12-08,13,0.494835738843444,"IRGA",NA
14,"compost",3,"A",2025-12-08,13,0.521751556608977,"IRGA",NA
14,"compost",3,"B",2025-12-08,13,0.302192386583282,"IRGA",NA
15,"control",3,"A",2025-12-08,13,0.510644744772272,"IRGA",NA
15,"control",3,"B",2025-12-08,13,0.414473935400261,"IRGA",NA
1,"slurry",3,"A",2025-12-15,20,0.639925149754664,"IRGA",NA
1,"slurry",3,"B",2025-12-15,20,0.378320233416799,"IRGA",NA
1,"slurry",3,"A",2025-12-15,20,0.172386019134171,"IRGA",NA
1,"slurry",3,"B",2025-12-15,20,0.322479006214559,"IRGA",NA
2,"control",3,"A",2025-12-15,20,0.498449683554099,"IRGA",NA
2,"control",3,"B",2025-12-15,20,0.227201506180843,"IRGA",NA
2,"control",3,"A",2025-12-15,20,0.396539654685643,"IRGA",NA
2,"control",3,"B",2025-12-15,20,0.578566517878515,"IRGA",NA
3,"compost",3,"A",2025-12-15,20,0.267294857535836,"IRGA",NA
3,"compost",3,"B",2025-12-15,20,0.637192217245822,"IRGA",NA
3,"compost",3,"A",2025-12-15,20,0.268695056491431,"IRGA",NA
4,"compost",3,"A",2025-12-15,20,0.524150407996182,"IRGA",NA
4,"compost",3,"B",2025-12-15,20,0.546786783807545,"IRGA",NA
4,"compost",3,"A",2025-12-15,20,0.689237317330395,"IRGA",NA
4,"compost",3,"B",2025-12-15,20,0.201468063663353,"IRGA",NA
5,"control",3,"A",2025-12-15,20,0.443896305031014,"IRGA",NA
5,"control",3,"B",2025-12-15,20,0.646975354594882,"IRGA",NA
5,"control",3,"A",2025-12-15,20,0.277484218989714,"IRGA",NA
5,"control",3,"B",2025-12-15,20,0.348512912234674,"IRGA",NA
6,"slurry",3,"A",2025-12-15,20,0.385576151788528,"IRGA",NA
6,"slurry",3,"B",2025-12-15,20,0.694852728844054,"IRGA",NA
6,"slurry",3,"A",2025-12-15,20,0.454476614745525,"IRGA",NA
6,"slurry",3,"B",2025-12-15,20,0.536717949421871,"IRGA",NA
7,"control",3,"A",2025-12-15,20,0.624555256057365,"IRGA",NA
7,"control",3,"B",2025-12-15,20,0.600693528656554,"IRGA",NA
7,"control",3,"B",2025-12-15,20,0.6334678212825,"IRGA",NA
1,"slurry",3,"A",2025-12-22,27,0.180876085924046,"IRGA",NA
1,"slurry",3,"B",2025-12-22,27,0.177955086763929,"IRGA",NA
2,"control",3,"A",2025-12-22,27,0.300445072756889,"IRGA",NA
2,"control",3,"B",2025-12-22,27,0.210627520030897,"IRGA",NA
3,"compost",3,"A",2025-12-22,27,0.292772364504039,"IRGA",NA
3,"compost",3,"B",2025-12-22,27,0.152277982506983,"IRGA",NA
4,"compost",3,"A",2025-12-22,27,0.219750461805265,"IRGA",NA
4,"compost",3,"B",2025-12-22,27,0.186704810033919,"IRGA",NA
5,"control",3,"A",2025-12-22,27,0.214579740548591,"IRGA",NA
8,"compost",3,"A",2025-12-22,27,0.38825403543852,"IRGA",NA
6,"slurry",3,"A",2025-12-22,27,0.454511877473762,"IRGA",NA
6,"slurry",3,"B",2025-12-22,27,0.457785199667332,"IRGA",NA
7,"control",3,"A",2025-12-22,27,0.250054404063686,"IRGA",NA
7,"control",3,"B",2025-12-22,27,0.238361212164476,"IRGA",NA
5,"control",3,"B",2025-12-22,27,0.528091851419524,"IRGA",NA
8,"compost",3,"B",2025-12-22,27,0.312588791951804,"IRGA",NA
9,"compost",3,"B",2025-12-22,27,0.53250967974522,"IRGA",NA
10,"control",3,"A",2025-12-22,27,0.473243005066085,"IRGA",NA
10,"control",3,"B",2025-12-22,27,0.662804219044613,"IRGA",NA
11,"slurry",3,"A",2025-12-22,27,0.135835759903378,"IRGA",NA
11,"slurry",3,"B",2025-12-22,27,0.475165758799743,"IRGA",NA
12,"slurry",3,"A",2025-12-22,27,0.148550078467847,"IRGA",NA
12,"slurry",3,"B",2025-12-22,27,0.344181252463851,"IRGA",NA
13,"slurry",3,"A",2025-12-22,27,0.54576366827936,"IRGA",NA
13,"slurry",3,"B",2025-12-22,27,0.517390711920494,"IRGA",NA
14,"compost",3,"A",2025-12-22,27,0.616818057515696,"IRGA",NA
14,"compost",3,"B",2025-12-22,27,0.530906291967871,"IRGA",NA
15,"control",3,"A",2025-12-22,27,0.53157914777422,"IRGA",NA
15,"control",3,"B",2025-12-22,27,0.350726165780191,"IRGA",NA
